name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Adjusted savings: education expenditure (% of GNI),2,Indicator,,,,,,,,,,,,
Aquaculture based on arable land,2,Indicator,,,,,,,,,,,,
Aquaculture based on Inland open water,2,Indicator,,,,,,,,,,,,
Aquaculture based on non arable land,2,Indicator,,,,,,,,,,,,
Completion rate,2,Indicator,,,,,,,,,,,,
"Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders",2,Indicator,,,,,,,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),2,Indicator,,,,,,,,,,,,
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2,Indicator,,,,,,,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2,Indicator,,,,,,,,,,,,
Expenditure on primary education (% of government expenditure on education),2,Indicator,,,,,,,,,,,,
Expenditure on secondary education (% of government expenditure on education),2,Indicator,,,,,,,,,,,,
Expenditure on tertiary education (% of government expenditure on education),2,Indicator,,,,,,,,,,,,
Forest area as a proportion of total land area,2,Indicator,,,,,,,,,,,,
Forest cover (% land area),2,Indicator,,,,,,,,,,,,
Forest Cover (%Land Area),2,Indicator,,,,,,,,,,,,
GDP at market prices,2,Indicator,,,,,,,,,,,,
GDP at Market prices (UGXbns),2,Indicator,,,,,,,,,,,,
Households hand washing with soap(%),2,Indicator,,,,,,,,,,,,
Increase in Net Primaryschool enrolmentrate (%),2,Indicator,,,,,,,,,,,,
Increase in Net Secondaryschoolcompletion rate(%),2,Indicator,,,,,,,,,,,,
Increase in P7 completionrate (%),2,Indicator,,,,,,,,,,,,
Increase in Proportion of pavednational to total national roads(%),2,Indicator,,,,,,,,,,,,
Increase in Proportion of pavedurban roads to national roads,2,Indicator,,,,,,,,,,,,
Increase in proportion of thepopulation satisfied with healthcare services,2,Indicator,,,,,,,,,,,,
Increase in Rural Access to safewater supply,2,Indicator,,,,,,,,,,,,
Increase in Rural Access tosanitation facilities,2,Indicator,,,,,,,,,,,,
Increase in the total pavednational road network (km),2,Indicator,,,,,,,,,,,,
Increase in Urban Access tosafe water in Urban areas,2,Indicator,,,,,,,,,,,,
Increase in Urban Access tosanitation facilities,2,Indicator,,,,,,,,,,,,
Increased in paved KCCA roadsto total KCCA roads.,2,Indicator,,,,,,,,,,,,
Land under permanent crops,2,Indicator,,,,,,,,,,,,
Land under permanent pastures,2,Indicator,,,,,,,,,,,,
Land under temporary pastures,2,Indicator,,,,,,,,,,,,
Net Primaryschool enrolmentrate (%),2,Indicator,,,,,,,,,,,,
Net Secondaryschoolcompletion rate(%),2,Indicator,,,,,,,,,,,,
Number of countries implementing sustainable public procurement policies and action plans,2,Indicator,,,,,,,,,,,,
Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,2,Indicator,,,,,,,,,,,,
Number of countries with mechanisms in place to enhance policy coherence of sustainable development,2,Indicator,,,,,,,,,,,,
"Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population",2,Indicator,,,,,,,,,,,,
Number of people requiring interventions against neglected tropical diseases,2,Indicator,,,,,,,,,,,,
P7 completionrate (%),2,Indicator,,,,,,,,,,,,
"Percentage of deliveries per health facility supervised
by a health
Professional",2,Indicator,,,,,,,,,,,,
Percentage of national roads in fair to good condition,2,Indicator,,,,,,,,,,,,
"Percentage of schools with separate
sanitary facilities for females
and males by residence and region",2,Indicator,,,,,,,,,,,,
"Percentage of the population residing within
5kms of a health facility",2,Indicator,,,,,,,,,,,,
"Primary education, teachers",2,Indicator,,,,,,,,,,,,
"Primary education, teachers (% female)",2,Indicator,,,,,,,,,,,,
"Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",2,Indicator,,,,,,,,,,,,
Proportion of domestically generated resources allocated by the government directly to poverty reduction programmes,2,Indicator,,,,,,,,,,,,
Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,2,Indicator,,,,,,,,,,,,
Proportion of land area covered by forest,2,Indicator,,,,,,,,,,,,
Proportion of land that is degraded over total land area,2,Indicator,,,,,,,,,,,,
Proportion of National paved roads to the total road network,2,Indicator,,,,,,,,,,,,
Proportion of population using safely managed drinking water services,2,Indicator,,,,,,,,,,,,
"Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water",2,Indicator,,,,,,,,,,,,
Proportion of qualified health workersin public health facilities ( %),2,Indicator,,,,,,,,,,,,
Proportion of the population living within a 5km radius of a health facility,2,Indicator,,,,,,,,,,,,
Proportion of the population owning agricultural land by tenure system.,2,Indicator,,,,,,,,,,,,
"Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated, by cities",2,Indicator,,,,,,,,,,,,
Proportion of wastewater safely treated,2,Indicator,,,,,,,,,,,,
"Proportion
of total water resources used",2,Indicator,,,,,,,,,,,,
Pupil Classroom ratio (PCR),2,Indicator,,,,,,,,,,,,
Quality of health services delivered,2,Indicator,,,,,,,,,,,,
Ratio of land consumption rate to population growth rate,2,Indicator,,,,,,,,,,,,
Ratio of wood resource converted into charcoal,2,Indicator,,,,,,,,,,,,
Real       household C o n s u m p t i o n Expenditure Per Capita,2,Indicator,,,,,,,,,,,,
"Rice-cum-fish
culture land area",2,Indicator,,,,,,,,,,,,
"Secondary education, teachers",2,Indicator,,,,,,,,,,,,
"Secondary education, teachers (% female)",2,Indicator,,,,,,,,,,,,
Student Classroom ratio(SCR),2,Indicator,,,,,,,,,,,,
Teachers at tertiary level,2,Indicator,,,,,,,,,,,,
Total aquaculture land area,2,Indicator,,,,,,,,,,,,
Total Arable Land,2,Indicator,,,,,,,,,,,,
Total consumption Expenditure Per Household,2,Indicator,,,,,,,,,,,,
Total Expenditure,2,Indicator,,,,,,,,,,,,
Total natural resources rents (% of GDP),2,Indicator,,,,,,,,,,,,
Trained teachers in lower secondary education (% of total teachers),2,Indicator,,,,,,,,,,,,
Trained teachers in preprimary education (% of total teachers),2,Indicator,,,,,,,,,,,,
Trained teachers in primary education (% of total teachers),2,Indicator,,,,,,,,,,,,
Trained teachers in secondary education (% of total teachers),2,Indicator,,,,,,,,,,,,
Trained teachers in upper secondary education (% of total teachers),2,Indicator,,,,,,,,,,,,
Wetland Area,2,Indicator,,,,,,,,,,,,
Wetland cover (% of total area),2,Indicator,,,,,,,,,,,,
Wetland cover (% of total area) Increase in the automationof climate monitoring network,2,Indicator,,,,,,,,,,,,
"Proportions of positions (by sex, age, persons with disabilities and population groups) in public institutions (national and local legislatures, public service, and judiciary) compared to national distributions",2,Indicator,,,,,,,,,,,,
Time required to enforce a contract (days),2,Indicator,,,,,,,,,,,,
 Proportion of farmers using labour saving technologies by sex.,2,Indicator,,,,,,,,,,,,
Adjusted savings: net national savings (% of GNI),2,Indicator,,,,,,,,,,,,
Cooperative savings,2,Indicator,,,,,,,,,,,,
CPIA debt policy rating (1=low to 6=high),2,Indicator,,,,,,,,,,,,
CPIA economic management cluster average (1=low to 6=high),2,Indicator,,,,,,,,,,,,
Employees by Industrial establishment,2,Indicator,,,,,,,,,,,,
Firms competing against unregistered firms (% of firms),2,Indicator,,,,,,,,,,,,
Gross domestic savings (% of GDP),2,Indicator,,,,,,,,,,,,
"Level of national compliance of labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status",2,Indicator,,,,,,,,,,,,
Number of Village Savings and Loan Associations (VSLA),2,Indicator,,,,,,,,,,,,
Percentage share of total National labour force employed,2,Indicator,,,,,,,,,,,,
"Proportion
of population residing in slums in urban areas.",2,Indicator,,,,,,,,,,,,
Increase in Volume of domesticair passenger traffic,2,Indicator,,,,,,,,,,,,
"Individual
Income tax",2,Indicator,,,,,,,,,,,,
"Material footprint, material footprint per capita, and material footprint per GDP",2,Indicator,,,,,,,,,,,,
New taxpayers registered,2,Indicator,,,,,,,,,,,,
"Number of fatalities per
10000 vehicles",2,Indicator,,,,,,,,,,,,
Technology Balance of payments,2,Indicator,,,,,,,,,,,,
 Ratio of practicing medical officers (doctors) by sex. ,2,Indicator,,,,,,,,,,,,
 Ratio of practicing medical officers (doctors) to population,2,Indicator,,,,,,,,,,,,
 Ratio of practisingAnesthetical Officers to population,2,Indicator,,,,,,,,,,,,
 Ratio of practisingAnesthetical Officers to women,2,Indicator,,,,,,,,,,,,
% -age Increasein value addedexports of: Coffee (%)Cotton (%)Tea (%)Maize (%)Rice (%)Meat (%)Cassava (%)Fish (%)Beans (%),2,Indicator,,,,,,,,,,,,
Adjusted savings: gross savings (% of GNI),2,Indicator,,,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",2,Indicator,,,,,,,,,,,,
"Alien
employment ratio",2,Indicator,,,,,,,,,,,,
Amount of United States dollars committed to public-private and civil society partnerships,2,Indicator,,,,,,,,,,,,
Average household income by household head,2,Indicator,,,,,,,,,,,,
Average precipitation in depth (mm per year),2,Indicator,,,,,,,,,,,,
Average time to clear exports through customs (days),2,Indicator,,,,,,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",2,Indicator,,,,,,,,,,,,
"Average working hours of children, working only, ages 7-14 (hours per week)",2,Indicator,,,,,,,,,,,,
Bribery incidence (% of firms experiencing at least one bribe payment request),2,Indicator,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",2,Indicator,,,,,,,,,,,,
Claims on other sectors of the domestic economy (annual growth as % of broad money),2,Indicator,,,,,,,,,,,,
Claims on private sector (annual growth as % of broad money),2,Indicator,,,,,,,,,,,,
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",2,Indicator,,,,,,,,,,,,
"Commitments, IDA (COM, current US$)",2,Indicator,,,,,,,,,,,,
"Compulsory education, duration (years)",2,Indicator,,,,,,,,,,,,
Contribution of tourism to total exports,2,Indicator,,,,,,,,,,,,
Coverage by protected areas of important sites for mountain biodiversity,2,Indicator,,,,,,,,,,,,
CPIA property rights and rule-based governance rating (1=low to 6=high),2,Indicator,,,,,,,,,,,,
Current account balance (% of GDP),2,Indicator,,,,,,,,,,,,
"Current account balance (BoP, current US$)",2,Indicator,,,,,,,,,,,,
Debt service as a percentage of exports of goods and services,2,Indicator,,,,,,,,,,,,
"Debt service on external debt, total (TDS, current US$)",2,Indicator,,,,,,,,,,,,
Debt service to exports (%),2,Indicator,,,,,,,,,,,,
Diffusion of old innovations index,2,Indicator,,,,,,,,,,,,
Diffusion of recent innovations index,2,Indicator,,,,,,,,,,,,
"Doctorate holders per 1,000 labour force",2,Indicator,,,,,,,,,,,,
Dollar value of all resources made available to strengthen statistical capacity in developing countries,2,Indicator,,,,,,,,,,,,
"Domestic arrears repayments as
a percentage of total budget",2,Indicator,,,,,,,,,,,,
"Employment by
Sector",2,Indicator,,,,,,,,,,,,
Energy use (kg of oil equivalent per capita),2,Indicator,,,,,,,,,,,,
Exchange rates used for tax purposes,2,Indicator,,,,,,,,,,,,
Excise duty,2,Indicator,,,,,,,,,,,,
"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",2,Indicator,,,,,,,,,,,,
Exports as a capacity to import (constant LCU),2,Indicator,,,,,,,,,,,,
"Exports of goods, services and primary income (BoP, current US$)",2,Indicator,,,,,,,,,,,,
External balance on goods and services (% of GDP),2,Indicator,,,,,,,,,,,,
External balance on goods and services (constant LCU),2,Indicator,,,,,,,,,,,,
External balance on goods and services (current LCU),2,Indicator,,,,,,,,,,,,
External balance on goods and services (current US$),2,Indicator,,,,,,,,,,,,
"External debt stocks (% of exports of goods, services and primary income)",2,Indicator,,,,,,,,,,,,
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",2,Indicator,,,,,,,,,,,,
Firms expected to give gifts in meetings with tax officials (% of firms),2,Indicator,,,,,,,,,,,,
Firms that do not report all sales for tax purposes (% of firms),2,Indicator,,,,,,,,,,,,
GNI growth (annual %),2,Indicator,,,,,,,,,,,,
"Government expenditure per student, primary (% of GDP per capita)",2,Indicator,,,,,,,,,,,,
"Grants, excluding technical cooperation (BoP, current US$)",2,Indicator,,,,,,,,,,,,
Gross domestic income (constant LCU),2,Indicator,,,,,,,,,,,,
"Gross foreign reserves in months of import
/Months of import cover",2,Indicator,,,,,,,,,,,,
Gross savings (% of GDP),2,Indicator,,,,,,,,,,,,
Gross savings (current LCU),2,Indicator,,,,,,,,,,,,
Gross savings (current US$),2,Indicator,,,,,,,,,,,,
High-technology exports (% of manufactured exports),2,Indicator,,,,,,,,,,,,
High-technology exports (current US$),2,Indicator,,,,,,,,,,,,
ICT goods exports (% of total goods exports),2,Indicator,,,,,,,,,,,,
ICT goods imports (% total goods imports),2,Indicator,,,,,,,,,,,,
IDA grants (current US$),2,Indicator,,,,,,,,,,,,
Import duty,2,Indicator,,,,,,,,,,,,
Import Growth,2,Indicator,,,,,,,,,,,,
Import Price index,2,Indicator,,,,,,,,,,,,
"Imports of goods, services and primary income (BoP, current US$)",2,Indicator,,,,,,,,,,,,
Income per capita,2,Indicator,,,,,,,,,,,,
Income share held by fourth 20%,2,Indicator,,,,,,,,,,,,
Income share held by highest 10%,2,Indicator,,,,,,,,,,,,
Increase in fish and fishproducts exports earnings byvalue (‘000 US$),2,Indicator,,,,,,,,,,,,
Increase in Fish Exports(Tonnes/%),2,Indicator,,,,,,,,,,,,
Increase in Local beefconsumption per capita (in Kgsp.a),2,Indicator,,,,,,,,,,,,
Increase in local milkconsumption per capita(litres),2,Indicator,,,,,,,,,,,,
Informal employment rate,2,Indicator,,,,,,,,,,,,
Informal payments to public officials (% of firms),2,Indicator,,,,,,,,,,,,
